sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
AB985619	-	-	C/Sendai/TU1/2008	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985620	-	-	C/Sendai/TU2/2008	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985621	-	-	C/Sendai/TU3/2008	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985622	-	-	C/Sendai/TU5/2008	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985623	-	-	C/Sendai/TU1/2012	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985624	-	-	C/Sendai/TU2/2012	7	7	Homo sapiens	-	Japan: Miyagi, Sendai	-	-	-	-	862	-
AB985625	-	-	C/Biliran/1/2013	7	7	Homo sapiens	-	Philippines: Biliran	-	-	-	-	862	-
AB985626	-	-	C/Biliran/2/2013	7	7	Homo sapiens	-	Philippines: Biliran	-	-	-	-	862	-
AB985627	-	-	C/Biliran/3/2013	7	7	Homo sapiens	-	Philippines: Biliran	-	-	-	-	862	-
AB985628	-	-	C/Leyte/1/2013	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
AB985629	-	-	C/Leyte/2/2013	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
AB985630	-	-	C/Leyte/3/2013	7	7	Homo sapiens	-	Philippines: Leyte	-	-	-	-	862	-
AB985631	-	-	C/Palawan/1/2013	7	7	Homo sapiens	-	Philippines: Palawan	-	-	-	-	862	-
CY239416	-	-	C/Minnesota/01/2014	6	6	Homo sapiens	-	USA: Minnesota	-	2014	DEC	27	978	-
CY239417	-	-	C/Minnesota/01/2014	4	4	Homo sapiens	-	USA: Minnesota	-	2014	DEC	27	1971	-
CY239418	-	-	C/Minnesota/01/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	JAN	1	2009	-
CY239419	-	-	C/Minnesota/01/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	JAN	1	1034	-
CY239420	-	-	C/Minnesota/02/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	JAN	9	990	-
CY239421	-	-	C/Minnesota/02/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	JAN	9	1990	-
CY239422	-	-	C/Minnesota/03/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	JAN	14	2026	-
CY239423	-	-	C/Minnesota/03/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	JAN	14	958	-
CY239424	-	-	C/Minnesota/04/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	6	1994	-
CY239425	-	-	C/Minnesota/04/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	6	906	-
CY239426	-	-	C/Minnesota/05/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	5	961	-
CY239427	-	-	C/Minnesota/05/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	5	2000	-
CY239428	-	-	C/Minnesota/06/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	15	1946	-
CY239429	-	-	C/Minnesota/06/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	15	1097	-
CY239430	-	-	C/Minnesota/07/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	18	1946	-
CY239431	-	-	C/Minnesota/07/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	18	1024	-
CY239432	-	-	C/Minnesota/08/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	4	1029	-
CY239433	-	-	C/Minnesota/08/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	4	1992	-
CY239434	-	-	C/Minnesota/09/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	10	952	-
CY239435	-	-	C/Minnesota/09/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	10	1950	-
CY239436	-	-	C/Minnesota/10/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	9	1987	-
CY239437	-	-	C/Minnesota/10/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	9	1042	-
CY239438	-	-	C/Minnesota/12/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	12	2037	-
CY239439	-	-	C/Minnesota/12/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	12	1099	-
CY239440	-	-	C/Minnesota/13/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	21	2038	-
CY239441	-	-	C/Minnesota/13/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	21	1100	-
CY239442	-	-	C/Minnesota/14/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	23	2035	-
CY239443	-	-	C/Minnesota/14/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	23	998	-
CY239444	-	-	C/Minnesota/15/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	20	2036	-
CY239445	-	-	C/Minnesota/15/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	20	1098	-
CY239446	-	-	C/Minnesota/16/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	19	2034	-
CY239447	-	-	C/Minnesota/17/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	27	2029	-
CY239448	-	-	C/Minnesota/18/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	27	2035	-
CY239449	-	-	C/Minnesota/18/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	27	1036	-
CY239450	-	-	C/Minnesota/19/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	30	2024	-
CY239451	-	-	C/Minnesota/19/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	30	1039	-
CY239452	-	-	C/Minnesota/20/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	29	2033	-
CY239453	-	-	C/Minnesota/20/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	29	1098	-
CY239454	-	-	C/Minnesota/21/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	29	2010	-
CY239455	-	-	C/Minnesota/22/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	31	2042	-
CY239456	-	-	C/Minnesota/22/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	31	964	-
CY239457	-	-	C/Minnesota/23/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	APR	15	2027	-
CY239458	-	-	C/Minnesota/23/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	APR	15	972	-
CY239459	-	-	C/Minnesota/24/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	APR	14	2027	-
CY239460	-	-	C/Minnesota/24/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	APR	14	939	-
CY239461	-	-	C/Minnesota/25/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	APR	14	2001	-
CY239462	-	-	C/Minnesota/25/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	APR	14	1026	-
CY239463	-	-	C/Minnesota/26/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	APR	15	2033	-
CY239464	-	-	C/Minnesota/26/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	APR	15	996	-
CY239465	-	-	C/Minnesota/03/2014	4	4	Homo sapiens	-	USA: Minnesota	-	2014	DEC	15	2038	-
CY239466	-	-	C/Minnesota/03/2014	6	6	Homo sapiens	-	USA: Minnesota	-	2014	DEC	15	1135	-
CY239467	-	-	C/Minnesota/04/2014	4	4	Homo sapiens	-	USA: Minnesota	-	2014	DEC	25	2040	-
CY239468	-	-	C/Minnesota/04/2014	6	6	Homo sapiens	-	USA: Minnesota	-	2014	DEC	25	1152	-
CY239469	-	-	C/Minnesota/27/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	4	2040	-
CY239470	-	-	C/Minnesota/27/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	4	1138	-
CY239471	-	-	C/Minnesota/28/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	8	2040	-
CY239472	-	-	C/Minnesota/28/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	8	1134	-
CY239473	-	-	C/Minnesota/29/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	23	2036	-
CY239474	-	-	C/Minnesota/29/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	23	1140	-
CY239475	-	-	C/Minnesota/30/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	23	2043	-
CY239476	-	-	C/Minnesota/30/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	23	1122	-
CY239477	-	-	C/Minnesota/31/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	FEB	28	2038	-
CY239478	-	-	C/Minnesota/31/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	FEB	28	1136	-
CY239479	-	-	C/Minnesota/32/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	2	2041	-
CY239480	-	-	C/Minnesota/32/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	2	1132	-
CY239481	-	-	C/Minnesota/33/2015	4	4	Homo sapiens	-	USA: Minnesota	-	2015	MAR	11	2043	-
CY239482	-	-	C/Minnesota/33/2015	6	6	Homo sapiens	-	USA: Minnesota	-	2015	MAR	11	1142	-
CY239484	-	-	C/Minnesota/01/2016	4	4	Homo sapiens	-	USA: Minnesota	-	2016	APR	21	2031	-
CY239485	-	-	C/Minnesota/01/2016	6	6	Homo sapiens	-	USA: Minnesota	-	2016	APR	21	1133	-
D78383	-	-	C/Aichi/1/81	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78384	-	-	C/Aichi/1/81	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78385	-	-	C/Aichi/1/81	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78386	-	-	C/England/83	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78387	-	-	C/England/83	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78388	-	-	C/England/83	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78389	-	-	C/kyoto/41/82	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78390	-	-	C/kyouto/41/82	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78391	-	-	C/kyouto/41/82	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78392	-	-	C/Mississippi/80	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78393	-	-	C/Mississippi/80	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78394	-	-	C/Mississippi/80	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78395	-	-	C/Nara/1/85	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78396	-	-	C/Nara/1/85	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78397	-	-	C/Nara/1/85	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78398	-	-	C/Nara/2/85	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78399	-	-	C/Nara/2/85	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78400	-	-	C/Nara/2/85	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78401	-	-	C/Nara/82	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78402	-	-	C/Nara/82	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78403	-	-	C/Nara/82	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78404	-	-	C/Beijing/115/81	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78405	-	-	C/Beijing/115/81	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78406	-	-	C/Beijing/115/81	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78407	-	-	C/Yamagata/26/81	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78408	-	-	C/Yamagata/26/81	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78409	-	-	C/Yamagata/26/81	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78410	-	-	C/Yamagata/5/92	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78411	-	-	C/Yamagata/5/92	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78412	-	-	C/Yamagata/5/92	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78413	-	-	C/Yamagata/7/88	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78414	-	-	C/Yamagata/7/88	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78415	-	-	C/Yamagata/7/88	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78416	-	-	C/Yamagata/9/88	3	3	Homo sapiens	-	-	-	-	-	-	372	8757991
D78417	-	-	C/Yamagata/9/88	1	1	Homo sapiens	-	-	-	-	-	-	469	8757991
D78418	-	-	C/Yamagata/9/88	2	2	Homo sapiens	-	-	-	-	-	-	377	8757991
D78419	-	-	C/Aichi/1/81	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78420	-	-	C/Aichi/1/81	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78421	-	-	C/Aichi/1/81	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78422	-	-	C/Kyoto/41/82	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78423	-	-	C/Nara/1/85	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78424	-	-	C/Nara/2/85	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78425	-	-	C/Nara/82	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78426	-	-	C/Pig/Beijing/115/81	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78427	-	-	C/Yamagata/26/81	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78428	-	-	C/Yamagata/5/92	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78429	-	-	C/Yamagata/7/88	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78430	-	-	C/Yamagata/9/88	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78431	-	-	C/England/83	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78432	-	-	C/England/83	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78433	-	-	C/Yamagata/5/92	4	4	Homo sapiens	-	-	-	-	-	-	1961	8757991
D78434	-	-	C/Kyoto/41/82	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78435	-	-	C/Kyoto/41/82	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78436	-	-	C/Mississippi/80	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78437	-	-	C/Mississippi/80	6	6	Homo sapiens	-	-	-	-	-	-	371	8757991
D78438	-	-	C/Nara/1/85	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78439	-	-	C/Nara/1/85	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78440	-	-	C/Nara/2/85	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78441	-	-	C/Nara/2/85	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78442	-	-	C/Nara/82	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78443	-	-	C/Nara/82	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78444	-	-	C/Pig/Beijing/115/81	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78445	-	-	C/Pig/Beijing/115/81	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78446	-	-	C/Yamagata/26/81	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78447	-	-	C/Yamagata/26/81	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78448	-	-	C/Yamagata/5/92	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78449	-	-	C/Yamagata/5/92	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78450	-	-	C/Yamagata/7/88	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78451	-	-	C/Yamagata/7/88	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
D78452	-	-	C/Yamagata/9/88	5	5	Homo sapiens	-	-	-	-	-	-	600	8757991
D78453	-	-	C/Yamagata/9/88	7	7	Homo sapiens	-	-	-	-	-	-	341	8757991
GQ853452	-	-	C/Singapore/DSO-070203/2006	4	4	Homo sapiens	-	Singapore	-	2006	DEC	4	1988	-
GQ853453	-	-	C/Singapore/DSO-070170/2006	4	4	Homo sapiens	-	Singapore	-	2006	NOV	17	1983	-
GQ853454	-	-	C/Singapore/DSO-070193/2006	4	4	Homo sapiens	-	Singapore	-	2006	NOV	29	1997	-
GQ853455	-	-	C/Singapore/DSO-050530/2006	4	4	Homo sapiens	-	Singapore	-	2006	MAY	18	1987	-
HM748623	-	-	C/Catalonia/1824/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	NOV	11	1946	21396539
HM748624	-	-	C/Catalonia/1754/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	NOV	9	1946	21396539
HM748625	-	-	C/Catalonia/1945/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	NOV	23	1946	21396539
HM748626	-	-	C/Catalonia/2072/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	DEC	9	1946	21396539
HM748627	-	-	C/Catalonia/1372/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	SEP	14	1946	21396539
HM748628	-	-	C/Catalonia/1373/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	SEP	9	1946	21396539
HM748629	-	-	C/Catalonia/1266/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	AUG	25	1946	21396539
HM748630	-	-	C/Catalonia/1284/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	AUG	26	1946	21396539
HM748631	-	-	C/Catalonia/1318/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	SEP	1	1946	21396539
HM748632	-	-	C/Catalonia/1430/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	SEP	28	1946	21396539
HM748633	-	-	C/Catalonia/1457/2009	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2009	SEP	29	1946	21396539
HM748634	-	-	C/Catalonia/2588/2010	4	4	Homo sapiens	nasopharyngeal swab	Spain:Catalonia	-	2010	APR	13	1946	21396539
JN899406	-	-	C/Melbourne/2/2011	4	4	Homo sapiens	nasopharyngeal swab	Australia: Melbourne	-	2011	OCT	7	1199	-
JQ045710	-	-	C/Melbourne/1/2011	4	4	Homo sapiens	throat swab	Australia	-	2011	SEP	6	410	-
JX080409	-	-	C/Alberta/2921/2011	4	4	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	MAR	4	1807	-
JX080410	-	-	C/Alberta/3087/2011	4	4	Homo sapiens	auger suction	Canada: Alberta	-	2011	MAR	4	1807	-
JX080411	-	-	C/Alberta/3502/2011	4	4	Homo sapiens	auger suction	Canada: Alberta	-	2011	MAR	18	1807	-
JX080412	-	-	C/Alberta/4753/2011	4	4	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	FEB	19	1807	-
JX080413	-	-	C/Alberta/4941/2011	4	4	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	FEB	22	1807	-
JX080414	-	-	C/Alberta/10161/2011	4	4	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	APR	15	1807	-
JX129180	-	-	C/Milan/128/2009	4	4	Homo sapiens	nasopharyngeal swab	Italy	-	2009	-	-	957	23594251
JX129181	-	-	C/Milan/550/2008	4	4	Homo sapiens	nasopharyngeal swab	Italy	-	2008	-	-	957	23594251
JX129182	-	-	C/Milan/1101/2009	4	4	Homo sapiens	nasopharyngeal swab	Italy	-	2009	-	-	957	23594251
JX129183	-	-	C/Milan/1130/2010	4	4	Homo sapiens	nasopharyngeal swab	Italy	-	2010	-	-	973	23594251
JX129184	-	-	C/Milan/976/2010	4	4	Homo sapiens	nasopharyngeal swab	Italy	-	2010	-	-	973	23594251
JX133150	-	-	C/Alberta/2616/2011	6	6	Homo sapiens	auger suction	Canada: Alberta	-	2011	FEB	25	963	-
JX133151	-	-	C/Alberta/2921/2011	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	MAR	4	963	-
JX133152	-	-	C/Alberta/3087/2011	6	6	Homo sapiens	auger suction	Canada: Alberta	-	2011	MAR	4	963	-
JX133153	-	-	C/Alberta/3502/2011	6	6	Homo sapiens	auger suction	Canada: Alberta	-	2011	MAR	18	963	-
JX133154	-	-	C/Alberta/4406/2011	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	APR	8	963	-
JX133155	-	-	C/Alberta/4753/2011	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	FEB	19	963	-
JX133156	-	-	C/Alberta/21100/2010	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2010	DEC	21	963	-
JX133157	-	-	C/Alberta/2193/2011	6	6	Homo sapiens	nasopharyngeal fluid	Canada: Alberta	-	2011	JAN	24	963	-
JX133158	-	-	C/Alberta/4941/2011	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	FEB	22	963	-
JX133159	-	-	C/Alberta/10161/2011	6	6	Homo sapiens	nasopharyngeal swab	Canada: Alberta	-	2011	APR	15	963	-
JX947861	-	-	C/Eastern India/1202/2011	4	4	Homo sapiens	-	India	-	2011	JUL	15	1944	23523822
JX947862	-	-	C/Eastern India/1202/2011	5	5	Homo sapiens	-	India	-	2011	JUL	15	1706	23523822
JX947863	-	-	C/Eastern India/1202/2011	3	3	Homo sapiens	-	India	-	2011	JUL	15	2129	23523822
JX947864	-	-	C/Eastern India/1202/2011	2	2	Homo sapiens	-	India	-	2011	JUL	15	2264	23523822
JX947865	-	-	C/Eastern India/1202/2011	1	1	Homo sapiens	-	India	-	2011	JUL	15	2320	23523822
JX947866	-	-	C/Eastern India/1202/2011	6	6	Homo sapiens	-	India	-	2011	JUL	15	1161	23523822
JX947867	-	-	C/Eastern India/1202/2011	7	7	Homo sapiens	-	India	-	2011	JUL	15	924	23523822
JX963106	-	-	C/Singapore/DSO-050530/2006	6	6	Homo sapiens	-	Singapore	-	2006	MAY	18	1059	-
JX963107	-	-	C/Singapore/DSO-070170/2006	6	6	Homo sapiens	-	Singapore	-	2006	NOV	17	1058	-
JX963108	-	-	C/Singapore/DSO-070193/2006	6	6	Homo sapiens	-	Singapore	-	2006	NOV	29	1059	-
JX963109	-	-	C/Singapore/DSO-070203/2006	6	6	Homo sapiens	-	Singapore	-	2006	DEC	4	1065	-
JX963110	-	-	C/Singapore/DSO-050530/2006	5	5	Homo sapiens	-	Singapore	-	2006	MAY	18	1682	-
JX963111	-	-	C/Singapore/DSO-070170/2006	5	5	Homo sapiens	-	Singapore	-	2006	NOV	17	1669	-
JX963112	-	-	C/Singapore/DSO-070193/2006	5	5	Homo sapiens	-	Singapore	-	2006	NOV	29	1662	-
JX963113	-	-	C/Singapore/DSO-070203/2006	5	5	Homo sapiens	-	Singapore	-	2006	DEC	4	1682	-
JX963114	-	-	C/Singapore/DSO-050530/2006	7	7	Homo sapiens	-	Singapore	-	2006	MAY	18	863	-
JX963115	-	-	C/Singapore/DSO-070170/2006	7	7	Homo sapiens	-	Singapore	-	2006	NOV	17	830	-
JX963116	-	-	C/Singapore/DSO-070193/2006	7	7	Homo sapiens	-	Singapore	-	2006	NOV	29	822	-
JX963117	-	-	C/Singapore/DSO-070203/2006	7	7	Homo sapiens	-	Singapore	-	2006	DEC	4	863	-
JX963118	-	-	C/Singapore/DSO-050530/2006	3	3	Homo sapiens	-	Singapore	-	2006	MAY	18	2070	-
JX963119	-	-	C/Singapore/DSO-070170/2006	3	3	Homo sapiens	-	Singapore	-	2006	NOV	17	2051	-
JX963120	-	-	C/Singapore/DSO-070193/2006	3	3	Homo sapiens	-	Singapore	-	2006	NOV	29	2044	-
JX963121	-	-	C/Singapore/DSO-070203/2006	3	3	Homo sapiens	-	Singapore	-	2006	DEC	4	2066	-
JX963122	-	-	C/Singapore/DSO-050530/2006	2	2	Homo sapiens	-	Singapore	-	2006	MAY	18	2211	-
JX963123	-	-	C/Singapore/DSO-070170/2006	2	2	Homo sapiens	-	Singapore	-	2006	NOV	17	2189	-
JX963124	-	-	C/Singapore/DSO-070193/2006	2	2	Homo sapiens	-	Singapore	-	2006	NOV	29	2163	-
JX963125	-	-	C/Singapore/DSO-070203/2006	2	2	Homo sapiens	-	Singapore	-	2006	DEC	4	2209	-
JX963126	-	-	C/Singapore/DSO-050530/2006	1	1	Homo sapiens	-	Singapore	-	2006	MAY	18	2247	-
JX963127	-	-	C/Singapore/DSO-070170/2006	1	1	Homo sapiens	-	Singapore	-	2006	NOV	17	2229	-
JX963128	-	-	C/Singapore/DSO-070193/2006	1	1	Homo sapiens	-	Singapore	-	2006	NOV	29	2229	-
JX963129	-	-	C/Singapore/DSO-070203/2006	1	1	Homo sapiens	-	Singapore	-	2006	DEC	4	2242	-
KM504277	-	-	C/Victoria/2/2012	1	1	Homo sapiens	-	Australia	-	2012	-	-	2365	-
KM504278	-	-	C/Victoria/2/2012	2	2	Homo sapiens	-	Australia	-	2012	-	-	2363	-
KM504279	-	-	C/Victoria/2/2012	3	3	Homo sapiens	-	Australia	-	2012	-	-	2183	-
KM504280	-	-	C/Victoria/2/2012	4	4	Homo sapiens	-	Australia	-	2012	-	-	2073	-
KM504281	-	-	C/Victoria/2/2012	5	5	Homo sapiens	-	Australia	-	2012	-	-	1807	-
KM504282	-	-	C/Victoria/2/2012	6	6	Homo sapiens	-	Australia	-	2012	-	-	1180	-
KM504283	-	-	C/Victoria/2/2012	7	7	Homo sapiens	-	Australia	-	2012	-	-	935	-
KM507545	-	-	C/India/P121719/2012	1	1	Homo sapiens	TS/NS	India	-	2012	FEB	24	2325	-
KM507546	-	-	C/India/P121719/2012	2	2	Homo sapiens	TS/NS	India	-	2012	FEB	24	2265	-
KM507547	-	-	C/India/P121719/2012	3	3	Homo sapiens	TS/NS	India	-	2012	FEB	24	2130	-
KM507548	-	-	C/India/P121719/2012	4	4	Homo sapiens	TS/NS	India	-	2012	FEB	24	1883	-
KM507549	-	-	C/India/P121719/2012	5	5	Homo sapiens	TS/NS	India	-	2012	FEB	24	1677	-
KM507550	-	-	C/India/P121719/2012	6	6	Homo sapiens	TS/NS	India	-	2012	FEB	24	1103	-
KM507551	-	-	C/India/P121719/2012	7	7	Homo sapiens	TS/NS	India	-	2012	FEB	24	790	-
KM507552	-	-	C/India/P135047/2013	1	1	Homo sapiens	TS/NS	India	-	2013	APR	25	2325	-
KM507553	-	-	C/India/P135047/2013	2	2	Homo sapiens	TS/NS	India	-	2013	APR	25	2265	-
KM507554	-	-	C/India/P135047/2013	3	3	Homo sapiens	TS/NS	India	-	2013	APR	25	2130	-
