cg_subtype	strain_count
B4|E1|A10|H11|A11|N1|B|A	10
A3|D1|A12|H4|A11|N9|A|A	1
B10|E1|A3|H3|A8|N8|A|B	1
A5|D1|A12|H9|A8|N5|A|A	1
A5|D1|A12|H3|A11|N2|B|B	1
A3|D1|A12|H10|A8|N2|A|A	1
B2|C1|A1|H3|A3|N2|B|A	8
B3|E1|A6|H11|A11|N2|B|A	7
B9|E1|A10|H1|A11|N1|B|B	11
A3|D1|A7|H9|A8|N2|A|B	26
B5|E1|A1|H1|A3|N1|B1|A	1
B10|E1|A11|H1|A11|N3|B|B	1
B9|E1|A10|H10|A11|N9|B|A	13
B9|E1|A11|H6|A11|N5|B|B	3
B4|E1|A11|H3|A8|N8|B|B	1
B9|E1|A3|H4|A11|N9|B|A	1
A2|E1|A12|H13|A7|N6|A|A	16
B8|E1|A7|H11|A11|N9|B|A	4
B10|E1|A12|H5|A11|N9|A|A	1
B10|E1|A3|H10|A11|N9|B|A	5
A5|D1|A12|H1|A8|N8|A|A	1
B8|E1|A3|H6|A11|N2|B|A	3
B9|E1|A7|H3|A11|N1|B|A	1
B4|E1|A3|H2|A11|N9|B|A	3
B3|E1|A7|H4|A11|N6|B|A	2
B9|E1|A3|H11|A11|N3|B|A	6
B8|E1|A3|H4|A11|N1|B|A	1
B9|E1|A11|H7|A11|N3|B|B	4
B10|E1|A11|H6|A11|N5|B|B	2
B10|E1|A11|H10|A11|N4|B|A	1
A5|E1|A12|H6|A11|N1|B|B	1
A5|D1|A12|H7|A8|N7|A|B	17
B10|E1|A10|H5|A11|N9|B|A	1
B10|E1|A10|H10|A11|N8|B|A	2
A3|D1|A5|H7|A8|N3|A|A	48
A3|B1|A12|H9|A9|N5|A|A	1
B1|E1|A2|H5|A4|N3|B|A	1
B10|E1|A3|H11|A11|N5|B|B	5
B8|E1|A8|H11|A11|N9|B|A	3
A5|D1|A12|H5|A8|N1|A|X	4
A3|E1|A12|H1|A11|N1|B|B	1
B3|E1|A8|H4|A11|N6|B|A	1
A3|D1|A4|H1|A11|N2|A|X	1
B5|E1|A10|H3|A11|N2|B|B	1
B10|E1|A3|H1|A11|N1|B|B	20
B8|E1|A10|H6|A11|N8|B|A	1
B10|E1|A10|H11|A11|N2|B|A	2
B2|C1|A7|H1|A2|N2|B|A	1
A3|D1|A12|H3|A8|N7|A|A	1
B10|E1|A7|H3|A11|N1|B|B	1
B10|E1|A3|H7|A11|N4|B|A	3
B3|E1|A10|H1|A11|N9|B|B	1
B3|E1|A10|H6|A11|N8|A|B	1
B8|E1|A3|H9|A8|N7|B|A	1
A2|E1|A12|H13|A7|N8|A|A	3
B4|E1|A8|H1|A11|N2|B|A	1
B2|E1|A1|H1|A2|N2|B2|A	2
B8|E1|A3|H7|A11|N3|B|B	2
B10|E1|A3|H11|A11|N9|B|B	12
A3|D1|A5|H10|A8|N8|A|A	5
B10|E1|A7|H12|A11|N5|B|A	6
B9|E1|A10|H12|A11|N5|B|B	1
A5|D1|A12|H6|A8|N1|A|A	24
B10|E1|A3|H9|A11|N6|B|A	1
B10|E1|A11|H5|A11|N9|B|A	1
B1|E1|A2|H4|A4|N8|B|A	1
B4|E1|A3|H4|A11|N2|B|A	2
B3|E1|A8|H6|A11|N2|B|A	3
B4|E1|A7|H3|A11|N6|B|A	1
B10|E1|A7|H11|A11|N9|B|B	3
A5|D1|A12|H7|A11|N5|A|B	1
B5|E1|A3|H11|A11|N2|B|A	5
A5|D1|A12|H4|A8|N2|A|A	27
A5|D1|A7|H4|A8|N6|A|A	3
A5|D1|A12|H12|A8|N8|A|B	1
A3|D1|A12|H12|A8|N5|A|A	1
B10|E1|A11|H6|A11|N9|B|B	1
B4|E1|A8|H2|A11|N3|B|A	1
B10|E1|A7|H7|A11|N2|B|A	2
