sequenceID	source.name	rec_segment	gb_segment	gb_subtype	rec_subtype	gb_year	gb_month	gb_day	gb_country	length	pubmed_id	full_name	gb_lab_host	gb_host	isolate	gb_source	m49_country
LC123844	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC123845	icv-ncbi-refseqs-seg6	6	6	-	-	2005	-	-	Japan	1125	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC123846	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC123847	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC123848	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC123849	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC123851	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC123852	icv-ncbi-refseqs-seg6	6	6	-	-	2006	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC123853	icv-ncbi-refseqs-seg6	6	6	-	-	2007	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/1/2007)	-	Homo sapiens	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
LC123854	icv-ncbi-refseqs-seg6	6	6	-	-	2008	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC123855	icv-ncbi-refseqs-seg6	6	6	-	-	2008	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC123856	icv-ncbi-refseqs-seg6	6	6	-	-	2008	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC123858	icv-ncbi-refseqs-seg6	6	6	-	-	2008	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC123860	icv-ncbi-refseqs-seg6	6	6	-	-	2010	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC123861	icv-ncbi-refseqs-seg6	6	6	-	-	2010	-	-	Japan	1125	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC123862	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC123863	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC123865	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC123866	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC123867	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC123869	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC123870	icv-ncbi-refseqs-seg6	6	6	-	-	2012	-	-	Japan	1125	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC123878	icv-ncbi-refseqs-seg6	6	6	-	-	2014	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC123879	icv-ncbi-refseqs-seg6	6	6	-	-	2014	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC123880	icv-ncbi-refseqs-seg6	6	6	-	-	2014	-	-	Japan	1125	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC123881	icv-ncbi-refseqs-seg6	6	6	-	-	2014	-	-	Japan	1125	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC123882	icv-ncbi-refseqs-seg6	6	6	-	-	2014	-	-	Japan	1125	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327657	icv-ncbi-refseqs-seg6	6	6	-	-	2016	-	-	Japan	1125	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
LC327664	icv-ncbi-refseqs-seg6	6	6	-	-	2016	-	-	Japan	1125	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603642	icv-ncbi-refseqs-seg6	6	6	-	-	1988	-	-	Japan	1125	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603649	icv-ncbi-refseqs-seg6	6	6	-	-	2004	-	-	Japan	1125	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720286	icv-ncbi-refseqs-seg6	6	6	-	-	2018	-	-	Japan	1171	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
MH421868	icv-ncbi-refseqs-seg6	6	6	-	-	2016	NOV	18	USA	561	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828689	icv-ncbi-refseqs-seg6	6	6	-	-	2014	APR	16	Viet Nam	1155	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
MK050101	icv-ncbi-refseqs-seg6	6	6	-	-	2015	APR	11	South Korea	1125	30978620	Influenza C virus	-	Homo sapiens	C/Seoul/APD462/2015	-	custom-table-row/m49_country/KOR
MZ330882	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUN	25	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-162/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330889	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUL	7	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-180/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330896	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUL	24	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-204/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330903	icv-ncbi-refseqs-seg6	6	6	-	-	2014	OCT	2	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB2-293/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330910	icv-ncbi-refseqs-seg6	6	6	-	-	2017	MAY	16	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-024/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330917	icv-ncbi-refseqs-seg6	6	6	-	-	2017	JUN	15	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-067/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330924	icv-ncbi-refseqs-seg6	6	6	-	-	2018	MAR	27	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-130/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330931	icv-ncbi-refseqs-seg6	6	6	-	-	2018	APR	24	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-169/2018	nasal swab	custom-table-row/m49_country/PHL
MZ330938	icv-ncbi-refseqs-seg6	6	6	-	-	2019	JUL	8	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB4-271/2019	nasal swab	custom-table-row/m49_country/PHL
MZ330945	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUN	2	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-195/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330952	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUN	20	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-241/2014	nasal swab	custom-table-row/m49_country/PHL
MZ330959	icv-ncbi-refseqs-seg6	6	6	-	-	2017	JUN	13	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-312/2017	nasal swab	custom-table-row/m49_country/PHL
MZ330966	icv-ncbi-refseqs-seg6	6	6	-	-	2016	JUN	29	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-498/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330973	icv-ncbi-refseqs-seg6	6	6	-	-	2016	JUL	18	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-536/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330980	icv-ncbi-refseqs-seg6	6	6	-	-	2016	AUG	23	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-625/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330987	icv-ncbi-refseqs-seg6	6	6	-	-	2016	OCT	5	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB5-736/2016	nasal swab	custom-table-row/m49_country/PHL
MZ330994	icv-ncbi-refseqs-seg6	6	6	-	-	2014	JUL	10	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Biliran/TB8-250/2014	nasal swab	custom-table-row/m49_country/PHL
MZ331001	icv-ncbi-refseqs-seg6	6	6	-	-	2015	JUL	3	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Palawan/061/2015	nasal swab	custom-table-row/m49_country/PHL
MZ331008	icv-ncbi-refseqs-seg6	6	6	-	-	2014	MAR	18	Philippines	1125	-	Influenza C virus	-	Homo sapiens	C/Palawan/068/2014	nasal swab	custom-table-row/m49_country/PHL
NC_006312	icv-ncbi-refseqs-seg6	6	6	-	-	-	-	-	-	1180	15218173	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
OK254889	icv-ncbi-refseqs-seg6	6	6	-	-	2020	-	-	China	1122	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-1/2020	nasal swab	custom-table-row/m49_country/CHN
OK254896	icv-ncbi-refseqs-seg6	6	6	-	-	2020	-	-	China	1122	-	Influenza C virus	-	Canis familiaris	C/canine/China/Guangzhou-2/2020	nasal swab	custom-table-row/m49_country/CHN
D78441	icv-ncbi-refseqs-seg7	7	7	-	-	-	-	-	-	341	8757991	Influenza C virus (C/Nara/2/85)	-	Homo sapiens	-	-	-
JX947867	icv-ncbi-refseqs-seg7	7	7	-	-	2011	JUL	15	India	924	23523822	Influenza C virus (C/Eastern India/1202/2011)	-	Homo sapiens	C/Eastern India/1202/2011	-	custom-table-row/m49_country/IND
JX963114	icv-ncbi-refseqs-seg7	7	7	-	-	2006	MAY	18	Singapore	863	-	Influenza C virus (C/Singapore/DSO-050530/2006)	-	Homo sapiens	C/Singapore/DSO-050530/2006	-	custom-table-row/m49_country/SGP
JX963115	icv-ncbi-refseqs-seg7	7	7	-	-	2006	NOV	17	Singapore	830	-	Influenza C virus (C/Singapore/DSO-070170/2006)	-	Homo sapiens	C/Singapore/DSO-070170/2006	-	custom-table-row/m49_country/SGP
JX963116	icv-ncbi-refseqs-seg7	7	7	-	-	2006	NOV	29	Singapore	822	-	Influenza C virus (C/Singapore/DSO-070193/2006)	-	Homo sapiens	C/Singapore/DSO-070193/2006	-	custom-table-row/m49_country/SGP
JX963117	icv-ncbi-refseqs-seg7	7	7	-	-	2006	DEC	4	Singapore	863	-	Influenza C virus (C/Singapore/DSO-070203/2006)	-	Homo sapiens	C/Singapore/DSO-070203/2006	-	custom-table-row/m49_country/SGP
KM504283	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Australia	935	-	Influenza C virus (C/Victoria/2/2012)	-	Homo sapiens	C/Victoria/2/2012	-	custom-table-row/m49_country/AUS
KM507551	icv-ncbi-refseqs-seg7	7	7	-	-	2012	FEB	24	India	790	-	Influenza C virus (C/India/P121719/2012)	-	Homo sapiens	C/India/P121719/2012	TS/NS	custom-table-row/m49_country/IND
KM507558	icv-ncbi-refseqs-seg7	7	7	-	-	2013	APR	25	India	858	-	Influenza C virus (C/India/P135047/2013)	-	Homo sapiens	C/India/P135047/2013	TS/NS	custom-table-row/m49_country/IND
KT232088	icv-ncbi-refseqs-seg7	7	7	-	-	2011	JUN	10	India	923	-	Influenza C virus (C/India/P119564/2011)	-	Homo sapiens	C/India/P119564/2011	TS/NS	custom-table-row/m49_country/IND
KT835367	icv-ncbi-refseqs-seg7	7	7	-	-	2007	-	-	United Kingdom	737	26655269	Influenza C virus (C/Scotland/7482/2007)	-	Homo sapiens	C/Scotland/7482/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835368	icv-ncbi-refseqs-seg7	7	7	-	-	2007	-	-	United Kingdom	737	26655269	Influenza C virus (C/Scotland/7383/2007)	-	Homo sapiens	C/Scotland/7383/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835369	icv-ncbi-refseqs-seg7	7	7	-	-	2007	-	-	United Kingdom	737	26655269	Influenza C virus (C/Scotland/7274/2007)	-	Homo sapiens	C/Scotland/7274/2007	respiratory sample	custom-table-row/m49_country/GBR
KT835370	icv-ncbi-refseqs-seg7	7	7	-	-	2007	-	-	United Kingdom	735	26655269	Influenza C virus (C/Scotland/6855/2007)	-	Homo sapiens	C/Scotland/6855/2007	respiratory sample	custom-table-row/m49_country/GBR
LC124978	icv-ncbi-refseqs-seg7	7	7	-	-	1954	-	-	USA	880	27384661	Influenza C virus (C/Great Lakes/1167/1954)	-	Homo sapiens	C/Great Lakes/1167/1954	-	custom-table-row/m49_country/USA
LC124980	icv-ncbi-refseqs-seg7	7	7	-	-	1967	-	-	France	880	27384661	Influenza C virus (C/Paris/1/67)	-	Homo sapiens	C/Paris/1/67	-	custom-table-row/m49_country/FRA
LC124986	icv-ncbi-refseqs-seg7	7	7	-	-	1992	-	-	Japan	862	27384661	Influenza C virus (C/Yamagata/4/92)	-	Homo sapiens	C/Yamagata/4/92	-	custom-table-row/m49_country/JPN
LC124987	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Yamagata/5/2002)	-	Homo sapiens	C/Yamagata/5/2002	-	custom-table-row/m49_country/JPN
LC124989	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/4/2002)	-	Homo sapiens	C/Miyagi/4/2002	-	custom-table-row/m49_country/JPN
LC124990	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/11/2002)	-	Homo sapiens	C/Miyagi/11/2002	-	custom-table-row/m49_country/JPN
LC124991	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/20/2002)	-	Homo sapiens	C/Miyagi/20/2002	-	custom-table-row/m49_country/JPN
LC124992	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/28/2002)	-	Homo sapiens	C/Miyagi/28/2002	-	custom-table-row/m49_country/JPN
LC124993	icv-ncbi-refseqs-seg7	7	7	-	-	2002	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/31/2002)	-	Homo sapiens	C/Miyagi/31/2002	-	custom-table-row/m49_country/JPN
LC124994	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Yamagata/3/2004)	-	Homo sapiens	C/Yamagata/3/2004	-	custom-table-row/m49_country/JPN
LC124997	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Yamagata/18/2004)	-	Homo sapiens	C/Yamagata/18/2004	-	custom-table-row/m49_country/JPN
LC124998	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/26/2004)	-	Homo sapiens	C/Yamagata/26/2004	-	custom-table-row/m49_country/JPN
LC125000	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/12/2004)	-	Homo sapiens	C/Miyagi/12/2004	-	custom-table-row/m49_country/JPN
LC125001	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/25/2004)	-	Homo sapiens	C/Miyagi/25/2004	-	custom-table-row/m49_country/JPN
LC125002	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/42/2004)	-	Homo sapiens	C/Miyagi/42/2004	-	custom-table-row/m49_country/JPN
LC125003	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	862	27384661	Influenza C virus (C/Miyagi/47/2004)	-	Homo sapiens	C/Miyagi/47/2004	-	custom-table-row/m49_country/JPN
LC125004	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/1/2005)	-	Homo sapiens	C/Yamagata/1/2005	-	custom-table-row/m49_country/JPN
LC125005	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/2/2005)	-	Homo sapiens	C/Yamagata/2/2005	-	custom-table-row/m49_country/JPN
LC125006	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/3/2005)	-	Homo sapiens	C/Yamagata/3/2005	-	custom-table-row/m49_country/JPN
LC125007	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/2/2005)	-	Homo sapiens	C/Miyagi/2/2005	-	custom-table-row/m49_country/JPN
LC125008	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/4/2005)	-	Homo sapiens	C/Miyagi/4/2005	-	custom-table-row/m49_country/JPN
LC125009	icv-ncbi-refseqs-seg7	7	7	-	-	2005	-	-	Japan	880	27384661	Influenza C virus (C/Fukuoka/1/2005)	-	Homo sapiens	C/Fukuoka/1/2005	-	custom-table-row/m49_country/JPN
LC125010	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Fukuoka/2/2006)	-	Homo sapiens	C/Fukuoka/2/2006	-	custom-table-row/m49_country/JPN
LC125011	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/1/2006)	-	Homo sapiens	C/Yamagata/1/2006	-	custom-table-row/m49_country/JPN
LC125012	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/9/2006)	-	Homo sapiens	C/Yamagata/9/2006	-	custom-table-row/m49_country/JPN
LC125013	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/13/2006)	-	Homo sapiens	C/Yamagata/13/2006	-	custom-table-row/m49_country/JPN
LC125015	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/20/2006)	-	Homo sapiens	C/Yamagata/20/2006	-	custom-table-row/m49_country/JPN
LC125016	icv-ncbi-refseqs-seg7	7	7	-	-	2006	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/4/2006)	-	Homo sapiens	C/Miyagi/4/2006	-	custom-table-row/m49_country/JPN
LC125017	icv-ncbi-refseqs-seg7	7	7	-	-	2007	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/1/2007)	-	Homo sapiens	C/Yamagata/1/2007	-	custom-table-row/m49_country/JPN
LC125018	icv-ncbi-refseqs-seg7	7	7	-	-	2008	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/3/2008)	-	Homo sapiens	C/Yamagata/3/2008	-	custom-table-row/m49_country/JPN
LC125019	icv-ncbi-refseqs-seg7	7	7	-	-	2008	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/11/2008)	-	Homo sapiens	C/Yamagata/11/2008	-	custom-table-row/m49_country/JPN
LC125020	icv-ncbi-refseqs-seg7	7	7	-	-	2008	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/16/2008)	-	Homo sapiens	C/Yamagata/16/2008	-	custom-table-row/m49_country/JPN
LC125022	icv-ncbi-refseqs-seg7	7	7	-	-	2008	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/2/2008)	-	Homo sapiens	C/Miyagi/2/2008	-	custom-table-row/m49_country/JPN
LC125024	icv-ncbi-refseqs-seg7	7	7	-	-	2010	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/3/2010)	-	Homo sapiens	C/Miyagi/3/2010	-	custom-table-row/m49_country/JPN
LC125025	icv-ncbi-refseqs-seg7	7	7	-	-	2010	-	-	Japan	880	27384661	Influenza C virus (C/Tokyo/3/2010)	-	Homo sapiens	C/Tokyo/3/2010	-	custom-table-row/m49_country/JPN
LC125026	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/1/2012)	-	Homo sapiens	C/Yamagata/1/2012	-	custom-table-row/m49_country/JPN
LC125027	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/3/2012)	-	Homo sapiens	C/Yamagata/3/2012	-	custom-table-row/m49_country/JPN
LC125029	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/7/2012)	-	Homo sapiens	C/Yamagata/7/2012	-	custom-table-row/m49_country/JPN
LC125030	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/14/2012)	-	Homo sapiens	C/Yamagata/14/2012	-	custom-table-row/m49_country/JPN
LC125031	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Yamagata/28/2012)	-	Homo sapiens	C/Yamagata/28/2012	-	custom-table-row/m49_country/JPN
LC125033	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/2/2012)	-	Homo sapiens	C/Miyagi/2/2012	-	custom-table-row/m49_country/JPN
LC125034	icv-ncbi-refseqs-seg7	7	7	-	-	2012	-	-	Japan	880	27384661	Influenza C virus (C/Fukuoka/1/2012)	-	Homo sapiens	C/Fukuoka/1/2012	-	custom-table-row/m49_country/JPN
LC125042	icv-ncbi-refseqs-seg7	7	7	-	-	2014	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/2/2014)	-	Homo sapiens	C/Miyagi/2/2014	-	custom-table-row/m49_country/JPN
LC125043	icv-ncbi-refseqs-seg7	7	7	-	-	2014	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/5/2014)	-	Homo sapiens	C/Miyagi/5/2014	-	custom-table-row/m49_country/JPN
LC125044	icv-ncbi-refseqs-seg7	7	7	-	-	2014	-	-	Japan	880	27384661	Influenza C virus (C/Miyagi/6/2014)	-	Homo sapiens	C/Miyagi/6/2014	-	custom-table-row/m49_country/JPN
LC125045	icv-ncbi-refseqs-seg7	7	7	-	-	2014	-	-	Japan	880	27384661	Influenza C virus (C/Tokyo/1/2014)	-	Homo sapiens	C/Tokyo/1/2014	-	custom-table-row/m49_country/JPN
LC125046	icv-ncbi-refseqs-seg7	7	7	-	-	2014	-	-	Japan	880	27384661	Influenza C virus (C/Tokyo/4/2014)	-	Homo sapiens	C/Tokyo/4/2014	-	custom-table-row/m49_country/JPN
LC327658	icv-ncbi-refseqs-seg7	7	7	-	-	2016	-	-	Japan	862	30068890	Influenza C virus (C/Iwate/1/2016)	-	Homo sapiens	C/Iwate/1/2016	-	custom-table-row/m49_country/JPN
LC327665	icv-ncbi-refseqs-seg7	7	7	-	-	2016	-	-	Japan	862	30068890	Influenza C virus (C/Iwate/2/2016)	-	Homo sapiens	C/Iwate/2/2016	-	custom-table-row/m49_country/JPN
LC603644	icv-ncbi-refseqs-seg7	7	7	-	-	1988	-	-	Japan	880	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/11/88	-	custom-table-row/m49_country/JPN
LC603651	icv-ncbi-refseqs-seg7	7	7	-	-	2004	-	-	Japan	880	33802440	Influenza C virus	-	Homo sapiens	C/Yamagata/29/2004	-	custom-table-row/m49_country/JPN
LC720288	icv-ncbi-refseqs-seg7	7	7	-	-	2018	-	-	Japan	1084	37741464	Influenza C virus	-	Homo sapiens	-	nasopharyngea swab using HBTEC-ALI culture	custom-table-row/m49_country/JPN
M10087	icv-ncbi-refseqs-seg7	7	7	-	-	-	-	-	-	934	4032535	Influenza C virus (C/California/78)	-	-	C/California/78	-	-
M15088	icv-ncbi-refseqs-seg7	7	7	-	-	-	-	-	-	894	2943076	Influenza C virus (C/Ann Arbor/1/50)	-	-	C/Ann Arbor/1/50	-	-
M31007	icv-ncbi-refseqs-seg7	7	7	-	-	-	-	-	-	894	2943076	Influenza C virus (C/Mississippi/80)	-	-	C/Mississippi/80	-	-
MH348119	icv-ncbi-refseqs-seg7	7	7	-	-	2016	NOV	18	USA	892	-	Influenza C virus	-	Bos taurus	C/Bovine/Montana/12/2016	sick calve's nasal swab	custom-table-row/m49_country/USA
MH828691	icv-ncbi-refseqs-seg7	7	7	-	-	2014	APR	16	Viet Nam	880	32499763	Influenza C virus	-	Homo sapiens	C/Vietnam/1290/2014	nasopharyngeal swab	custom-table-row/m49_country/VNM
