sequenceID	isolate	length	collection_year	collection_month	collection_month_day	gb_segment	country	place_sampled	pubmed_id	host_sci_name
CY098900	B/Hawaii/NHRC0001/2003	1151	2003	JAN	19	7	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098901	B/Hawaii/NHRC0001/2003	1512	2003	JAN	19	6	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098902	B/Hawaii/NHRC0001/2003	1762	2003	JAN	19	5	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098903	B/Hawaii/NHRC0001/2003	1062	2003	JAN	19	8	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098904	B/Hawaii/NHRC0001/2003	2254	2003	JAN	19	3	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098905	B/Hawaii/NHRC0001/2003	2330	2003	JAN	19	1	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098906	B/Hawaii/NHRC0001/2003	2358	2003	JAN	19	2	USA: Hawaii	Hawaii	-	human; gender M; age 20Y
CY098907	B/California/NHRC0001/2004	1789	2004	DEC	23	4	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098908	B/California/NHRC0001/2004	1151	2004	DEC	23	7	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098909	B/California/NHRC0001/2004	1512	2004	DEC	23	6	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098910	B/California/NHRC0001/2004	1762	2004	DEC	23	5	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098911	B/California/NHRC0001/2004	1062	2004	DEC	23	8	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098912	B/California/NHRC0001/2004	2257	2004	DEC	23	3	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098913	B/California/NHRC0001/2004	2331	2004	DEC	23	1	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098914	B/California/NHRC0001/2004	2364	2004	DEC	23	2	USA: San Diego, CA	San Diego, CA	-	human; gender F; age 1Y-5Y
CY098915	B/California/NHRC0007/2005	1789	2005	FEB	11	4	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098916	B/California/NHRC0007/2005	1151	2005	FEB	11	7	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098917	B/California/NHRC0007/2005	1512	2005	FEB	11	6	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098918	B/California/NHRC0007/2005	1762	2005	FEB	11	5	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098919	B/California/NHRC0007/2005	1062	2005	FEB	11	8	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098920	B/California/NHRC0007/2005	2254	2005	FEB	11	3	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098921	B/California/NHRC0007/2005	2330	2005	FEB	11	1	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098922	B/California/NHRC0007/2005	2359	2005	FEB	11	2	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 6Y-15Y
CY098931	B/Mississippi/UR06-0408/2007	1834	2007	FEB	23	4	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098932	B/Mississippi/UR06-0408/2007	1139	2007	FEB	23	7	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098933	B/Mississippi/UR06-0408/2007	1492	2007	FEB	23	6	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098934	B/Mississippi/UR06-0408/2007	1773	2007	FEB	23	5	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098935	B/Mississippi/UR06-0408/2007	1033	2007	FEB	23	8	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098936	B/Mississippi/UR06-0408/2007	2241	2007	FEB	23	3	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098937	B/Mississippi/UR06-0408/2007	2324	2007	FEB	23	2	USA: Aberdeen, MS	Aberdeen, MS	-	Human; gender M; age 16Y
CY098938	B/Tennessee/UR06-0276/2007	1837	2007	FEB	14	4	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098939	B/Tennessee/UR06-0276/2007	1154	2007	FEB	14	7	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098940	B/Tennessee/UR06-0276/2007	1516	2007	FEB	14	6	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098941	B/Tennessee/UR06-0276/2007	1802	2007	FEB	14	5	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098942	B/Tennessee/UR06-0276/2007	2270	2007	FEB	14	3	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098943	B/Tennessee/UR06-0276/2007	2335	2007	FEB	14	1	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098944	B/Tennessee/UR06-0276/2007	2353	2007	FEB	14	2	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 7Y
CY098945	B/Tennessee/UR06-0457/2007	1846	2007	FEB	27	4	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098946	B/Tennessee/UR06-0457/2007	1149	2007	FEB	27	7	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098947	B/Tennessee/UR06-0457/2007	1499	2007	FEB	27	6	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098948	B/Tennessee/UR06-0457/2007	1801	2007	FEB	27	5	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098949	B/Tennessee/UR06-0457/2007	2264	2007	FEB	27	3	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098950	B/Tennessee/UR06-0457/2007	2333	2007	FEB	27	1	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098951	B/Tennessee/UR06-0457/2007	2354	2007	FEB	27	2	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender F; age 11Y
CY098952	B/Kansas/UR06-0385/2007	1843	2007	FEB	21	4	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098953	B/Kansas/UR06-0385/2007	1149	2007	FEB	21	7	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098954	B/Kansas/UR06-0385/2007	1525	2007	FEB	21	6	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098955	B/Kansas/UR06-0385/2007	1797	2007	FEB	21	5	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098956	B/Kansas/UR06-0385/2007	2271	2007	FEB	21	3	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098957	B/Kansas/UR06-0385/2007	2318	2007	FEB	21	1	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098958	B/Kansas/UR06-0385/2007	2354	2007	FEB	21	2	USA: Overland Park, KS	Overland Park, KS	-	Human; gender M; age 11Y
CY098959	B/Tennessee/UR06-0458/2007	1844	2007	FEB	27	4	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098960	B/Tennessee/UR06-0458/2007	1142	2007	FEB	27	7	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098961	B/Tennessee/UR06-0458/2007	1521	2007	FEB	27	6	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098962	B/Tennessee/UR06-0458/2007	1783	2007	FEB	27	5	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098964	B/Tennessee/UR06-0458/2007	2253	2007	FEB	27	3	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098965	B/Tennessee/UR06-0458/2007	2324	2007	FEB	27	1	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098966	B/Tennessee/UR06-0458/2007	2354	2007	FEB	27	2	USA: Tullahoma, TN	Tullahoma, TN	-	Human; gender M; age 3Y
CY098967	B/Taiwan/1605/2006	1846	2006	DEC	5	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098968	B/Taiwan/1605/2006	1140	2006	DEC	5	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098969	B/Taiwan/1605/2006	1525	2006	DEC	5	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098970	B/Taiwan/1605/2006	1811	2006	DEC	5	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098971	B/Taiwan/1605/2006	1067	2006	DEC	5	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098972	B/Taiwan/1605/2006	2266	2006	DEC	5	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098973	B/Taiwan/1605/2006	2339	2006	DEC	5	1	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098974	B/Taiwan/1605/2006	2353	2006	DEC	5	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098975	B/Taiwan/251/2007	1836	2007	JAN	23	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098976	B/Taiwan/251/2007	1147	2007	JAN	23	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098977	B/Taiwan/251/2007	1513	2007	JAN	23	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098978	B/Taiwan/251/2007	1787	2007	JAN	23	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098979	B/Taiwan/251/2007	1044	2007	JAN	23	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098980	B/Taiwan/251/2007	2268	2007	JAN	23	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098981	B/Taiwan/251/2007	2301	2007	JAN	23	1	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098982	B/Taiwan/251/2007	2354	2007	JAN	23	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY098983	B/Taiwan/99/2007	1850	2007	JAN	8	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098984	B/Taiwan/99/2007	1142	2007	JAN	8	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098985	B/Taiwan/99/2007	1514	2007	JAN	8	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098986	B/Taiwan/99/2007	1802	2007	JAN	8	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098987	B/Taiwan/99/2007	1047	2007	JAN	8	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098988	B/Taiwan/99/2007	2270	2007	JAN	8	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098989	B/Taiwan/99/2007	2335	2007	JAN	8	1	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098990	B/Taiwan/99/2007	2353	2007	JAN	8	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098991	B/Taiwan/14/2007	1843	2007	JAN	2	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098992	B/Taiwan/14/2007	1146	2007	JAN	2	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098993	B/Taiwan/14/2007	1515	2007	JAN	2	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098994	B/Taiwan/14/2007	1793	2007	JAN	2	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098995	B/Taiwan/14/2007	1050	2007	JAN	2	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098996	B/Taiwan/14/2007	2258	2007	JAN	2	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098997	B/Taiwan/14/2007	2321	2007	JAN	2	1	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098998	B/Taiwan/14/2007	2354	2007	JAN	2	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender F
CY098999	B/Taiwan/70864/2005	1831	2005	-	-	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099000	B/Taiwan/70864/2005	1141	2005	-	-	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099001	B/Taiwan/70864/2005	1510	2005	-	-	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099002	B/Taiwan/70864/2005	1802	2005	-	-	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099003	B/Taiwan/70864/2005	1024	2005	-	-	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099004	B/Taiwan/70864/2005	2259	2005	-	-	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099005	B/Taiwan/70864/2005	2315	2005	-	-	1	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099006	B/Taiwan/70864/2005	2351	2005	-	-	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099007	B/Taiwan/3290/2006	1827	2006	DEC	26	4	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099008	B/Taiwan/3290/2006	1112	2006	DEC	26	7	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099009	B/Taiwan/3290/2006	1426	2006	DEC	26	6	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099010	B/Taiwan/3290/2006	1761	2006	DEC	26	5	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099011	B/Taiwan/3290/2006	1029	2006	DEC	26	8	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099012	B/Taiwan/3290/2006	2213	2006	DEC	26	3	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099013	B/Taiwan/3290/2006	2321	2006	DEC	26	2	Taiwan: Taoyuan	Taoyuan	-	Human; gender M
CY099370	B/Illinois/NHRC0001/2006	1792	2006	FEB	22	4	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099371	B/Illinois/NHRC0001/2006	1150	2006	FEB	22	7	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099372	B/Illinois/NHRC0001/2006	1512	2006	FEB	22	6	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099373	B/Illinois/NHRC0001/2006	1762	2006	FEB	22	5	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099374	B/Illinois/NHRC0001/2006	1064	2006	FEB	22	8	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099375	B/Illinois/NHRC0001/2006	2256	2006	FEB	22	3	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099376	B/Illinois/NHRC0001/2006	2331	2006	FEB	22	1	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099377	B/Illinois/NHRC0001/2006	2358	2006	FEB	22	2	USA: Lake county, IL	Lake county, IL	-	human; gender M; age 22Y
CY099378	B/California/NHRC0001/2006	1792	2006	MAR	29	4	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099379	B/California/NHRC0001/2006	1151	2006	MAR	29	7	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099380	B/California/NHRC0001/2006	1512	2006	MAR	29	6	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099381	B/California/NHRC0001/2006	1762	2006	MAR	29	5	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099382	B/California/NHRC0001/2006	1063	2006	MAR	29	8	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099383	B/California/NHRC0001/2006	2252	2006	MAR	29	3	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099384	B/California/NHRC0001/2006	2330	2006	MAR	29	1	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099385	B/California/NHRC0001/2006	2358	2006	MAR	29	2	USA: San Diego, CA	San Diego, CA	-	human; gender M; age 19Y
CY099386	B/Georgia/NHRC0001/2006	1792	2006	MAY	29	4	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099387	B/Georgia/NHRC0001/2006	1150	2006	MAY	29	7	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099388	B/Georgia/NHRC0001/2006	1512	2006	MAY	29	6	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099389	B/Georgia/NHRC0001/2006	1762	2006	MAY	29	5	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099390	B/Georgia/NHRC0001/2006	1048	2006	MAY	29	8	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099391	B/Georgia/NHRC0001/2006	2254	2006	MAY	29	3	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099392	B/Georgia/NHRC0001/2006	2330	2006	MAY	29	1	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099393	B/Georgia/NHRC0001/2006	2358	2006	MAY	29	2	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099394	B/South Carolina/NHRC0001/2000	1789	2000	FEB	14	4	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099395	B/South Carolina/NHRC0001/2000	1151	2000	FEB	14	7	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099396	B/South Carolina/NHRC0001/2000	1512	2000	FEB	14	6	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099397	B/South Carolina/NHRC0001/2000	1755	2000	FEB	14	5	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099398	B/South Carolina/NHRC0001/2000	1035	2000	FEB	14	8	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099399	B/South Carolina/NHRC0001/2000	2254	2000	FEB	14	3	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099400	B/South Carolina/NHRC0001/2000	2330	2000	FEB	14	1	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099401	B/South Carolina/NHRC0001/2000	2358	2000	FEB	14	2	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 18Y
CY099402	B/South Carolina/NHRC0001/2001	1789	2001	JAN	17	4	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099403	B/South Carolina/NHRC0001/2001	1151	2001	JAN	17	7	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099404	B/South Carolina/NHRC0001/2001	1512	2001	JAN	17	6	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099405	B/South Carolina/NHRC0001/2001	1762	2001	JAN	17	5	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099406	B/South Carolina/NHRC0001/2001	1062	2001	JAN	17	8	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099407	B/South Carolina/NHRC0001/2001	2254	2001	JAN	17	3	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099408	B/South Carolina/NHRC0001/2001	2330	2001	JAN	17	1	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099409	B/South Carolina/NHRC0001/2001	2358	2001	JAN	17	2	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 19Y
CY099410	B/Missouri/NHRC0001/2001	1789	2001	JAN	19	4	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099411	B/Missouri/NHRC0001/2001	1151	2001	JAN	19	7	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099412	B/Missouri/NHRC0001/2001	1512	2001	JAN	19	6	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099413	B/Missouri/NHRC0001/2001	1756	2001	JAN	19	5	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099414	B/Missouri/NHRC0001/2001	1062	2001	JAN	19	8	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099415	B/Missouri/NHRC0001/2001	2254	2001	JAN	19	3	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099416	B/Missouri/NHRC0001/2001	2330	2001	JAN	19	1	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099417	B/Missouri/NHRC0001/2001	2358	2001	JAN	19	2	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender F; age 18Y
CY099418	B/South Carolina/NHRC0002/2001	1790	2001	JAN	30	4	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099419	B/South Carolina/NHRC0002/2001	1151	2001	JAN	30	7	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099420	B/South Carolina/NHRC0002/2001	1512	2001	JAN	30	6	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099421	B/South Carolina/NHRC0002/2001	1762	2001	JAN	30	5	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099422	B/South Carolina/NHRC0002/2001	1062	2001	JAN	30	8	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099423	B/South Carolina/NHRC0002/2001	2254	2001	JAN	30	3	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099424	B/South Carolina/NHRC0002/2001	2330	2001	JAN	30	1	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099425	B/South Carolina/NHRC0002/2001	2358	2001	JAN	30	2	USA: Columbia, SC	Columbia, SC	-	human; gender M; age 20Y
CY099426	B/Illinois/NHRC0001/2003	1792	2003	FEB	24	4	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099427	B/Illinois/NHRC0001/2003	1150	2003	FEB	24	7	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099428	B/Illinois/NHRC0001/2003	1512	2003	FEB	24	6	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099429	B/Illinois/NHRC0001/2003	1762	2003	FEB	24	5	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099430	B/Illinois/NHRC0001/2003	1063	2003	FEB	24	8	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099431	B/Illinois/NHRC0001/2003	2254	2003	FEB	24	3	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099432	B/Illinois/NHRC0001/2003	2330	2003	FEB	24	1	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099433	B/Illinois/NHRC0001/2003	2358	2003	FEB	24	2	USA: Lake county, IL	Lake county, IL	-	human; gender F; age 21Y
CY099434	B/Georgia/NHRC0001/2003	1792	2003	JAN	16	4	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099435	B/Georgia/NHRC0001/2003	1151	2003	JAN	16	7	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099436	B/Georgia/NHRC0001/2003	1512	2003	JAN	16	6	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099437	B/Georgia/NHRC0001/2003	1762	2003	JAN	16	5	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099438	B/Georgia/NHRC0001/2003	1062	2003	JAN	16	8	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099439	B/Georgia/NHRC0001/2003	2254	2003	JAN	16	3	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099440	B/Georgia/NHRC0001/2003	2331	2003	JAN	16	1	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099441	B/Georgia/NHRC0001/2003	2358	2003	JAN	16	2	USA: Muscogee county, GA	Muscogee county, GA	-	human; gender M; age 20Y
CY099442	B/Missouri/NHRC0001/2003	1792	2003	MAR	4	4	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099443	B/Missouri/NHRC0001/2003	1150	2003	MAR	4	7	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099444	B/Missouri/NHRC0001/2003	1512	2003	MAR	4	6	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099445	B/Missouri/NHRC0001/2003	1762	2003	MAR	4	5	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099446	B/Missouri/NHRC0001/2003	1062	2003	MAR	4	8	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099447	B/Missouri/NHRC0001/2003	2254	2003	MAR	4	3	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099448	B/Missouri/NHRC0001/2003	2330	2003	MAR	4	1	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099449	B/Missouri/NHRC0001/2003	2358	2003	MAR	4	2	USA: Pulaski county, MO	Pulaski county, MO	-	human; gender M; age 18Y
CY099450	B/South Carolina/NHRC0001/2004	1792	2004	DEC	23	4	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099451	B/South Carolina/NHRC0001/2004	1150	2004	DEC	23	7	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099452	B/South Carolina/NHRC0001/2004	1512	2004	DEC	23	6	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099453	B/South Carolina/NHRC0001/2004	1762	2004	DEC	23	5	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099454	B/South Carolina/NHRC0001/2004	1063	2004	DEC	23	8	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099455	B/South Carolina/NHRC0001/2004	2253	2004	DEC	23	3	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099456	B/South Carolina/NHRC0001/2004	2330	2004	DEC	23	1	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099457	B/South Carolina/NHRC0001/2004	2358	2004	DEC	23	2	USA: Beaufort county, SC	Beaufort county, SC	-	human; age 18Y
CY099458	B/Texas/NHRC0001/2005	1789	2005	APR	8	4	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099459	B/Texas/NHRC0001/2005	1151	2005	APR	8	7	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099460	B/Texas/NHRC0001/2005	1512	2005	APR	8	6	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099461	B/Texas/NHRC0001/2005	1765	2005	APR	8	5	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099462	B/Texas/NHRC0001/2005	1062	2005	APR	8	8	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099463	B/Texas/NHRC0001/2005	2254	2005	APR	8	3	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099464	B/Texas/NHRC0001/2005	2330	2005	APR	8	1	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099465	B/Texas/NHRC0001/2005	2358	2005	APR	8	2	USA: San Antonio, TX	San Antonio, TX	-	human; gender M; age 21Y
CY099466	B/New Jersey/NHRC0001/2005	1789	2005	MAY	16	4	USA: Cape May, NJ	Cape May, NJ	-	human; gender M; age 24Y
