strain_id	complete	seq_count	cg_subtype	hn_subtype	iso_year	iso_month	iso_day	iso_host	iso_source	iso_country	iso_place_name	segment1_accession	segment2_accession	segment3_accession	segment4_accession	segment5_accession	segment6_accession	segment7_accession	segment8_accession	segment_1_counts	segment_2_counts	segment_3_counts	segment_4_counts	segment_5_counts	segment_6_counts	segment_7_counts	segment_8_counts
A/chicken/East Java/UT6023/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Indonesia	East Java	GQ122560	GQ122561	GQ122562	GQ122563	GQ122564	GQ122565	GQ122566	GQ122567	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-45/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	23	Gallus gallus	-	Nigeria	NULL	MF112298	MF112397	MF112493	MF112586	MF112686	MF112786	MF112886	MF112983	1	1	1	1	1	1	1	1
A/chicken/Vietnam/HU3-800/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Gallus gallus	-	Viet Nam	NULL	LC167635	LC167636	LC167637	LC167638	LC167639	LC167640	LC167641	LC167642	1	1	1	1	1	1	1	1
A/environment/Maryland/1149/2006	TRUE	8	B4|E1|A11|H5|A11|N1|B|A	H5N1	2006	AUG	2	-	fresh fecal sample found amongst mallard population	USA	Maryland	JF758664	JF758661	JF758667	JF758668	JF758665	JF758666	JF758663	JF758662	1	1	1	1	1	1	1	1
A/Indonesia/534H/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	MAY	9	Homo sapiens	-	Indonesia	NULL	EU146744	EU146743	EU146742	EU146737	EU146740	EU146739	EU146738	EU146741	1	1	1	1	1	1	1	1
A/chicken/Bhutan/349/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	29	Gallus gallus	-	Bhutan	NULL	KX215233	KX215363	KX215426	KJ682292	KX215432	KJ682293	KX215221	KX215207	1	1	1	1	1	1	1	1
A/duck/Vietnam/QT1458-3/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	25	Anas platyrhynchos	-	Viet Nam	NULL	KX513309	KX644125	KX513391	KX513158	KX513275	KX513214	KX513362	KX513140	1	1	1	1	1	1	1	1
A/duck/Vietnam/LBM638/2014	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2014	-	-	Anas platyrhynchos	-	Viet Nam	NULL	AB979500	AB979501	AB979502	AB979503	AB979504	AB979505	AB979506	AB979507	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-92/2016	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	MAR	4	Gallus gallus	-	Nigeria	NULL	MF112344	MF112441	MF112534	MF112633	MF112733	MF112833	MF112933	MF113033	1	1	1	1	1	1	1	1
A/chicken/Bhutan/330/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	27	Gallus gallus	-	Bhutan	NULL	KX215433	KX215250	KX215401	KJ682296	KX215310	KJ682297	KX215329	KX215444	1	1	1	1	1	1	1	1
A/duck/South Africa/811/2004	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	Anas undulata	-	South Africa	NULL	EF041486	EF041485	EF041484	EF041479	EF041482	EF041481	EF041480	EF041483	1	1	1	1	1	1	1	1
A/duck/Yunnan/426/2004(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Anseriformes sp.	-	China	NULL	CY029487	CY029488	CY029489	CY028994	CY029490	CY029491	CY029492	CY029493	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-15/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	CY030340	CY030341	CY030342	CY030343	CY030344	CY030345	CY030346	CY030347	1	1	1	1	1	1	1	1
A/duck/Bangladesh/33287/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	JUL	22	Anas platyrhynchos	-	Bangladesh	NULL	MH135523	MH135443	MH135623	MH135642	MH135643	MH135541	MH135595	MH135616	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-80/2016	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	JAN	9	Gallus gallus	-	Nigeria	NULL	MF112333	MF112430	MF112527	MF112621	MF112721	MF112821	MF112921	MF113021	1	1	1	1	1	1	1	1
A/chicken/Nigeria/08RS848-50/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	DEC	13	Gallus gallus	-	Nigeria	Kaduna	CY048368	CY048369	CY048370	CY048371	CY048372	CY048373	CY048374	CY048375	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-31/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	FEB	16	Gallus gallus	-	Nigeria	NULL	MF112284	MF112383	MF112480	MF112572	MF112672	MF112772	MF112872	MF112969	1	1	1	1	1	1	1	1
A/duck/Bangladesh/31299/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	NOV	25	Anas platyrhynchos	-	Bangladesh	NULL	MG042326	MG042336	MG042178	MG042457	MG042331	MG042250	MG042381	MG042307	1	1	1	1	1	1	1	1
A/chicken/Giza/CAI15/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JUN	1	Gallus gallus	-	Egypt	Giza	CY126175	CY126174	CY126173	CY126168	CY126171	CY126170	CY126169	CY126172	1	1	1	1	1	1	1	1
A/duck/Hunan/533/2004(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Anseriformes sp.	-	China	NULL	CY029312	CY029313	CY029314	CY028969	CY029315	CY029316	CY029317	CY029318	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-42/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	13	Gallus gallus	-	Nigeria	NULL	MF112295	MF112394	MF112490	MF112583	MF112683	MF112783	MF112883	MF112980	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-43/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	18	Gallus gallus	-	Nigeria	NULL	MF112296	MF112395	MF112491	MF112584	MF112684	MF112784	MF112884	MF112981	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-3185/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	APR	5	Gallus gallus	-	Viet Nam	NULL	KY170932	KY170933	KY170934	KY170935	KY170936	KY170937	KY170938	KY170939	1	1	1	1	1	1	1	1
A/chicken/Viet Nam/DN-045/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Viet Nam	NULL	DQ138176	DQ138155	AY724786	AY724785	DQ099771	DQ094284	DQ094262	AY770618	1	1	1	1	1	1	1	1
A/chicken/Menofia/CAI42/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	MAY	25	Gallus gallus	-	Egypt	Menofia	CY126080	CY126079	CY126078	CY126073	CY126076	CY126075	CY126074	CY126077	1	1	1	1	1	1	1	1
A/duck/Zhejiang/2242/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Anseriformes sp.	-	China	NULL	JN646694	JN646701	JN646708	JN646715	JN646722	JN646729	JN646736	JN646743	1	1	1	1	1	1	1	1
A/chicken/Cameroon/16V3771/2016	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	-	-	Gallus gallus	chicken swab	Cameroon	NULL	MG905352	MG905350	MG905347	MG905330	MG905344	MG905335	MG905337	MG905341	1	1	1	1	1	1	1	1
A/chicken/Jiangxi/25/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Gallus gallus	-	China	Jiangxi	HM172483	HM172479	HM172475	HM172455	HM172467	HM172463	HM172459	HM172471	1	1	1	1	1	1	1	1
A/avian/Hong Kong/0719/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Aves	live bird market	China	NULL	GU050324	GU050323	GU050322	GU050317	GU050320	GU050319	GU050318	GU050321	1	1	1	1	1	1	1	1
A/duck/Hunan/29/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anseriformes sp.	-	China	Hunan	HM172405	HM172379	HM172334	HM172097	HM172221	HM172177	HM172129	HM172294	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-63/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	AUG	10	Gallus gallus	-	Nigeria	NULL	MF112316	MF112413	MF112510	MF112604	MF112704	MF112804	MF112904	MF113001	1	1	1	1	1	1	1	1
A/duck/Vietnam/NCVD-0021/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	DEC	4	Anseriformes sp.	-	Viet Nam	NULL	KY171549	KY171550	KY171551	KY171552	KY171553	KY171554	KY171555	KY171556	1	1	1	1	1	1	1	1
A/duck/Vietnam/HU3-708/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anas platyrhynchos	-	Viet Nam	NULL	LC167587	LC167588	LC167589	LC167590	LC167591	LC167592	LC167593	LC167594	1	1	1	1	1	1	1	1
A/duck/Menia/1543S/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Anseriformes sp.	-	Egypt	Menia	LC106043	LC106052	LC106061	LC106070	LC106079	LC106088	LC106097	LC106106	1	1	1	1	1	1	1	1
A/crow/India/03CA06/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	MAR	5	Corvidae sp.	-	India	NULL	KP662581	KP662582	KP662583	KP662584	KP662585	KP662586	KP662587	KP662588	1	1	1	1	1	1	1	1
A/duck/Vietnam/1228/2005(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Anseriformes sp.	-	Viet Nam	NULL	CY029508	CY029509	CY029510	CY029511	CY029512	CY029513	CY029514	CY029515	1	1	1	1	1	1	1	1
A/common pochard/Henan/09L/2015	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	JAN	6	Aythya ferina	lung	China	NULL	KP715077	KP715078	KP715079	KP715080	KP715081	KP715082	KP715083	KP715084	1	1	1	1	1	1	1	1
A/duck/Zhejiang/2243/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	Anseriformes sp.	-	China	NULL	JN646695	JN646702	JN646709	JN646716	JN646723	JN646730	JN646737	JN646744	1	1	1	1	1	1	1	1
A/duck/Hokkaido/WZ83/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	-	-	-	fecal sample	Japan	Hokkaido, Wakkanai, Lake Onuma	AB612898	AB612899	AB612900	AB612901	AB612902	AB612903	AB612904	AB612905	1	1	1	1	1	1	1	1
A/chicken/India/03CL488/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	MAR	5	Gallus gallus	-	India	NULL	JX294924	JX294925	JX294926	JX294927	JX294928	JX294929	JX294930	JX294931	1	1	1	1	1	1	1	1
A/CHICKEN/Hunan/240/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	-	-	Gallus gallus	oropharyngeal swabs and cloacal samples	China	Hunan	MW676763	MW676704	MW676644	MW676343	MW676525	MW676463	MW676403	MW676583	1	1	1	1	1	1	1	1
A/duck/Yunnan/5310/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anseriformes sp.	-	China	NULL	CY030886	CY030887	CY030888	CY030889	CY030890	CY030891	CY030892	CY030893	1	1	1	1	1	1	1	1
A/chicken/Kuwait/KISR2/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Kuwait	NULL	CY029945	CY029946	CY029947	CY029948	CY029949	CY029950	CY029951	CY029952	1	1	1	1	1	1	1	1
A/swan/Slovenia/760/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anseriformes sp.	-	Slovenia	NULL	CY017050	CY017049	CY017048	CY017043	CY017046	CY017045	CY017044	CY017047	1	1	1	1	1	1	1	1
A/peregrine/Denmark/6632/06	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Denmark	NULL	EF523709	EF523719	EF523728	EF523690	EF523740	EF523700	EF523748	EF523756	1	1	1	1	1	1	1	1
A/duck/Egypt/Q4596D/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JAN	19	Anseriformes sp.	-	Egypt	NULL	KF881587	KF881588	KF881589	JX912994	KF881590	JX912993	KF881591	KF881592	1	1	1	1	1	1	1	1
A/chicken/Ningxia/24/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2006	-	-	Gallus gallus	-	China	Ningxia	HM172443	HM172375	HM172336	HM172076	HM172241	HM172205	HM172136	HM172285	1	1	1	1	1	1	1	1
A/chicken/Xinjiang/78/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Gallus gallus	-	China	Xinjiang	HM172446	HM172397	HM172343	HM172103	HM172246	HM172198	HM172143	HM172278	1	1	1	1	1	1	1	1
A/environment/Hunan/6-69/2008	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2008	-	-	-	water	China	Dongting Lake	GU182179	GU182180	GU182181	GU182182	GU182183	GU182184	GU182185	GU182186	1	1	1	1	1	1	1	1
A/chicken/Shandong/A-1/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	-	-	Gallus gallus	-	China	Shandong	HM172414	HM172363	HM172329	HM172093	HM172252	HM172191	HM172153	HM172283	1	1	1	1	1	1	1	1
A/muscovy duck/Nam Dinh/07-87/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Cairina moschata	-	Viet Nam	NULL	GU050514	GU050513	GU050512	GU050507	GU050510	GU050509	GU050508	GU050511	1	1	1	1	1	1	1	1
A/crow/Bangladesh/NRL-AI-690/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	FEB	9	Corvidae sp.	Oropharyngeal swab	Bangladesh	Rajshahi	MN994222	MN994223	MN994224	MN994225	MN994226	MN994227	MN994228	MN994229	1	1	1	1	1	1	1	1
A/duck/Vietnam/R2-02-623-2/2013	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2013	FEB	26	Anseriformes sp.	-	Viet Nam	NULL	KY170900	KY170901	KY170902	KY170903	KY170904	KY170905	KY170906	KY170907	1	1	1	1	1	1	1	1
A/chicken/Viet Nam/LD-080/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Viet Nam	NULL	DQ138178	DQ138158	DQ099790	DQ099760	DQ099774	DQ094287	DQ094265	AY770621	1	1	1	1	1	1	1	1
A/mallard/Italy/835/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anas platyrhynchos	-	Italy	Umbria	CY016802	CY016801	CY016800	CY016795	CY016798	CY016797	CY016796	CY016799	1	1	1	1	1	1	1	1
A/duck/Yunnan/662/2003(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2003	-	-	Anseriformes sp.	-	China	NULL	CY029368	CY029369	CY029370	CY028977	CY029371	CY029372	CY029373	CY029374	1	1	1	1	1	1	1	1
A/chicken/Sharkia/CAI3/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	SEP	1	Gallus gallus	-	Egypt	Sharkia	CY126111	CY126110	CY126109	CY126104	CY126107	CY126106	CY126105	CY126108	1	1	1	1	1	1	1	1
A/chicken/Vietnam/HU4-1312/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Gallus gallus	-	Viet Nam	NULL	LC331860	LC331861	LC331862	LC331863	LC331864	LC331865	LC331866	LC331867	1	1	1	1	1	1	1	1
A/Mallard(Anas platyrhynchos)/South Korea/KNU2019-20/2019	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2019	MAR	3	Anas platyrhynchos	feces	South Korea	NULL	MW375476	MW375477	MW375478	MW375479	MW375480	MW375481	MW375482	MW375483	1	1	1	1	1	1	1	1
A/chicken/Bhutan/1029/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	MAR	18	Gallus gallus	-	Bhutan	NULL	KX215323	KX215350	KX215254	KJ682264	KX215429	KJ682265	KX215255	KX215336	1	1	1	1	1	1	1	1
A/Thailand/SP83/2004	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2004	-	-	Homo sapiens	-	Thailand	Suphanburi Province	EF456776	EF467804	EF541451	EF541410	EF467815	EF541472	EF541445	EF467816	1	1	1	1	1	1	1	1
A/chicken/Vietnam/NCVD-45/2007(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	-	-	Gallus gallus	-	Viet Nam	NULL	CY030536	CY030537	CY030724	CY030538	CY030539	CY030540	CY030541	CY030542	1	1	1	1	1	1	1	1
A/chicken/Vietnam/212/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	DEC	9	Gallus gallus	-	Viet Nam	NULL	EU930979	EU930978	EU930977	EU930972	EU930975	EU930974	EU930973	EU930976	1	1	1	1	1	1	1	1
A/duck/Yunnan/47/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anseriformes sp.	-	China	Yunnan	HM172412	HM172385	HM172330	HM172109	HM172232	HM172186	HM172126	HM172288	1	1	1	1	1	1	1	1
A/chicken/East Java/UT6019/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Gallus gallus	-	Indonesia	East Java	GQ122502	GQ122503	GQ122504	GQ122397	GQ122417	GQ122505	GQ122506	GQ122507	1	1	1	1	1	1	1	1
A/Indonesia/CDC1046T/2007	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2007	JAN	11	Homo sapiens	gender:F; age:22; Throat Swab	Indonesia	NULL	CY019413	CY019414	CY019415	CY019416	CY019417	CY019418	CY019419	CY019420	1	1	1	1	1	1	1	1
A/duck/Bangladesh/28250/2016	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2016	FEB	4	Anas sp.	-	Bangladesh	NULL	KY635553	KY635465	KY635585	KY635687	KY635448	KY635628	KY635762	KY635691	1	1	1	1	1	1	1	1
A/duck/Vietnam/ST1488-1/2012	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2012	JUN	17	Anas platyrhynchos	-	Viet Nam	NULL	KX513216	KX644099	KX513199	KX513190	KX513250	KX513344	KX513247	KX513378	1	1	1	1	1	1	1	1
A/duck/Egypt/M2583B/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	DEC	22	Anseriformes sp.	-	Egypt	NULL	KF881421	KF881422	KF881423	CY099589	KF881424	KF881425	KF881426	KF881427	1	1	1	1	1	1	1	1
A/Indonesia/CDC739/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	AUG	5	Homo sapiens	gender:M; age:16; Throat Swab	Indonesia	NULL	CY014526	CY014527	CY014528	CY014529	CY014530	CY014531	CY014532	CY014533	1	1	1	1	1	1	1	1
A/marabou stork/Cambodia/TM068/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	JUL	14	Leptoptilos crumenifer	-	Cambodia	Takeo	JQ701709	JQ701710	JQ701711	JQ701712	JQ701713	JQ701714	JQ701715	JQ701716	1	1	1	1	1	1	1	1
A/common buzzard/Bulgaria/38WB/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	-	-	Buteo buteo	-	Bulgaria	NULL	CY110851	CY110852	CY110853	CY110854	CY110855	CY110856	CY110857	CY110858	1	1	1	1	1	1	1	1
A/chicken/India/82580/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	23	Gallus gallus	Dead Bird	India	Burdwan	CY111086	CY111087	CY111088	CY111089	CY111090	CY111091	CY111092	CY111093	1	1	1	1	1	1	1	1
A/Muscovy duck/Vietnam/HU3-Z2/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Cairina moschata	-	Viet Nam	NULL	LC167787	LC167788	LC167789	LC167790	LC167791	LC167792	LC167793	LC167794	1	1	1	1	1	1	1	1
A/chicken/Aichi/2/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	-	-	-	-	Japan	Aichi	AB684176	AB684177	AB684178	AB684255	AB684179	AB684180	AB684181	AB684182	1	1	1	1	1	1	1	1
A/duck/Hubei/Hangmei01/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	-	-	-	Anseriformes sp.	-	China	NULL	EU594346	EU594347	EU594348	EU594349	EU594350	EU594351	EU594352	EU594353	1	1	1	1	1	1	1	1
A/goose/Fujian/bb/2003	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	China	NULL	DQ997404	DQ997403	DQ997401	DQ997405	DQ997407	DQ997406	DQ997402	DQ997408	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-50/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	MAR	24	Gallus gallus	-	Nigeria	NULL	MF112303	MF112402	MF112498	MF112591	MF112691	MF112791	MF112891	MF112988	1	1	1	1	1	1	1	1
A/duck/Vietnam/NCVD01/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Anseriformes sp.	-	Viet Nam	NULL	CY031626	CY031625	CY031624	CY031619	CY031622	CY031621	CY031620	CY031623	1	1	1	1	1	1	1	1
A/duck/Bangladesh/32822/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	MAY	18	Anas platyrhynchos	-	Bangladesh	NULL	MH135453	MH135525	MH135622	MH135347	MH135639	MH135648	MH135641	MH135654	1	1	1	1	1	1	1	1
A/chicken/Nigeria/16VIR5840-28/2015	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2015	FEB	13	Gallus gallus	-	Nigeria	NULL	MF112281	MF112380	MF112477	MF112569	MF112669	MF112769	MF112869	MF112966	1	1	1	1	1	1	1	1
A/bean goose/Tyva/10/2009	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2009	JUN	22	Anser fabalis	-	Russia	Ubsu-Nur Lake, Tyva	GQ386154	GQ386155	GQ386153	GQ386150	GQ386152	GQ386151	GQ386156	GQ386157	1	1	1	1	1	1	1	1
A/environment/Maryland/1158/2006	TRUE	8	B4|E1|A11|H5|A11|N1|B|A	H5N1	2006	AUG	2	-	fresh fecal sample found amongst mallard population	USA	Maryland	JF758704	JF758703	JF758707	JF758702	JF758706	JF758701	JF758708	JF758705	1	1	1	1	1	1	1	1
A/chicken/Cambodia/047LC3b/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	MAR	24	Gallus gallus	-	Cambodia	Kampot	HQ200559	HQ200558	HQ200557	HQ200554	HQ200556	HQ200555	HQ200560	HQ200561	1	1	1	1	1	1	1	1
A/Cambodia/V0401301/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	MAR	31	Homo sapiens	-	Cambodia	Kampong Cham	JN588927	JN588912	JN588897	JN588807	JN588864	JN588858	JN588828	JN588880	1	1	1	1	1	1	1	1
A/whooper swan/Denmark/7224/06	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	-	-	-	-	-	Denmark	NULL	EF523707	EF523723	EF523732	EF523693	EF523738	EF523702	EF523746	EF523759	1	1	1	1	1	1	1	1
A/chicken/Vietnam/HU3-737/2015	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Gallus gallus	-	Viet Nam	NULL	LC167611	LC167612	LC167613	LC167614	LC167615	LC167616	LC167617	LC167618	1	1	1	1	1	1	1	1
A/chicken/Vietnam/200/2005	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	DEC	2	Gallus gallus	-	Viet Nam	NULL	EU930883	EU930882	EU930881	EU930876	EU930879	EU930878	EU930877	EU930880	1	1	1	1	1	1	1	1
A/goose/Yunnan/3798/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anser sp.	-	China	NULL	CY030902	CY030903	CY030904	CY030905	CY030906	CY030907	CY030908	CY030909	1	1	1	1	1	1	1	1
A/chicken/Henan/A-7/2006	TRUE	8	A3|D1|A12|H5|A8|N1|A|X	H5N1	2006	-	-	Gallus gallus	-	China	Henan	HM172434	HM172374	HM172340	HM172080	HM172236	HM172201	HM172127	HM172291	1	1	1	1	1	1	1	1
A/goose/Egypt/M2794A/2011	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2011	JAN	20	Anser sp.	-	Egypt	NULL	KF881516	KF881517	KF881518	CY099585	KF881519	KF881520	KC436133	KF881521	1	1	1	1	1	1	1	1
A/goose/Yunnan/5141/2006(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2006	-	-	Anser sp.	-	China	NULL	CY030934	CY030935	CY030936	CY030937	CY030938	CY030939	CY030940	CY030941	1	1	1	1	1	1	1	1
A/duck/Bangladesh/33892/2017	TRUE	16	A5|D1|A12|H5|A8|N1|A|A	H5N1	2017	OCT	24	Anas platyrhynchos	-	Bangladesh	NULL	MH135603	MH135465	MH135391	MH135475	MH135691	MH135531	MH135546	MH135491	1	1	1	1	1	1	1	1
A/chicken/Thailand/ICRC-7372/2010	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2010	MAR	24	Gallus gallus	tracheal swab; coacal swab	Thailand	Sukhothai Province	HM590794	HM590795	HM590796	HM590797	HM590798	HM590799	HM590800	HM590801	1	1	1	1	1	1	1	1
A/chicken/India/82616/2008	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2008	JAN	24	Gallus gallus	Dead Bird	India	Hooghly	CY111094	CY111095	CY111096	CY111097	CY111098	CY111099	CY111100	CY111101	1	1	1	1	1	1	1	1
A/duck/Vietnam/1233/2005(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2005	-	-	Anseriformes sp.	-	Viet Nam	NULL	CY029524	CY029525	CY029526	CY029527	CY029528	CY029529	CY029530	CY029531	1	1	1	1	1	1	1	1
A/duck/Bangladesh/46162/2020	TRUE	8	A5|D1|A12|H5|A8|N1|A|A	H5N1	2020	OCT	22	Anas sp.	Oral-pharyngeal	Bangladesh	NULL	OM938368	OM938369	OM938370	OM938371	OM938372	OM938373	OM938374	OM938375	1	1	1	1	1	1	1	1
A/Muscovy duck/Vietnam/HU3-353/2015(H5N1)	TRUE	8	A3|D1|A12|H5|A8|N1|A|A	H5N1	2015	-	-	Cairina moschata	-	Viet Nam	NULL	LC194844	LC194845	LC194846	LC194847	LC194848	LC194849	LC194850	LC194851	1	1	1	1	1	1	1	1
