cg_subtype	strain_count
A5|D1|A12|H10|A11|N5|A|A	7
B4|E1|A10|H4|A11|N9|B|A	3
B9|E1|A3|H6|A11|N1|B|B	46
A3|D1|A12|H11|A8|N2|A|A	6
A3|D1|A7|H9|A8|N2|A|B	26
B10|D1|A3|H9|A11|N5|B|A	1
B10|E1|A7|H14|A11|N6|B|A	1
B2|D1|A1|H3|A2|N2|B2|A	1
B5|E1|A3|H1|A11|N1|B|B	6
A5|D1|A12|H6|A8|N9|A|B	2
B10|E1|A3|H1|A11|N3|B|A	21
A3|D1|A12|H5|A8|N3|A|B	4
B9|E1|A7|H2|A11|N3|B|A	7
B8|E1|A10|H2|A11|N3|B|B	2
B10|E1|A10|H3|A11|N1|B|A	1
B1|E1|A2|H5|A4|N3|B|B	2
A5|D1|A12|H9|A11|N2|A|B	1
A5|D1|A12|H2|A8|N2|A|B	3
A5|D1|A12|H11|A8|N6|A|A	2
B10|E1|A12|H5|A11|N2|B|B	1
A3|E1|A3|H1|A11|N6|A|A	1
B1|E1|A2|H7|A4|N6|B|B	2
B9|E1|A10|H9|A11|N2|B|A	3
B4|E1|A11|H5|A11|N2|B|B	1
B10|E1|A12|H10|A11|N3|B|A	1
A5|D1|A12|H1|A8|N2|A|A	8
B10|E1|A3|H11|A11|N1|B|B	1
B10|E1|A11|H11|A11|N9|B|A	11
A3|E1|A12|H7|A11|N7|A|B	2
A3|D1|A12|H2|A8|N3|A|B	1
A3|D1|A12|H10|A8|N1|A|B	2
B8|D1|A12|H5|A8|N1|A|A	1
B8|E1|A11|H12|A11|N5|B|B	1
B4|E1|A3|H3|A11|N8|B|B	8
A3|D1|A12|H9|A8|N8|A|A	1
A3|D1|A12|H6|A8|N1|A|A	78
A5|D1|A5|H5|A8|N6|A|A	11
B3|E1|A3|H2|A11|N3|B|A	1
B9|E1|A10|H7|A11|N6|B|A	2
B10|E1|A10|H7|A11|N1|B|B	1
B8|E1|A1|H1|A3|N1|B1|X	24
B10|E1|A11|H11|A11|N3|B|B	3
A3|D1|A12|H7|A11|N2|A|A	1
B10|E1|A10|H2|A11|N3|B|B	2
A5|D1|A12|H7|A8|N6|A|A	14
B9|E1|A12|H4|A11|N2|B|A	1
B3|E1|A7|H1|A3|N1|B1|X	2
A5|E1|A12|H3|A8|N8|A|B	1
B5|E1|A10|H6|A11|N6|B|A	1
B9|E1|A7|H3|A11|N2|B|A	5
B8|E1|A3|H10|A11|N7|B|A	3
B9|E1|A7|H5|A11|N8|B|A	1
B5|E1|A7|H4|A11|N2|B|A	2
B4|E1|A7|H3|A11|N8|B|B	24
B10|E1|A11|H6|A11|N1|B|B	30
B9|E1|A3|H3|A11|N8|B|B	47
A3|E1|A3|H11|A11|N9|A|A	2
A5|E1|A7|H6|A11|N1|B|B	2
B4|E1|A10|H11|A11|N1|B|A	10
B8|E1|A7|H2|A11|N9|B|A	1
B8|E1|A3|H7|A11|N6|B|A	3
A3|D1|A12|H9|A8|N7|A|A	1
B6|D1|A7|H5|A3|N2|B1|B	1
B9|E1|A11|H7|A11|N2|B|A	1
B2|C1|A1|H7|A2|N9|A|A	1
A3|D1|A12|H2|A11|N7|A|A	1
A5|D1|A12|H10|A8|N4|A|B	3
B3|E1|A7|H5|A11|N1|B|A	1
A2|D1|A12|H7|A7|N6|A|A	1
B9|E1|A3|H6|A8|N1|B|A	2
B9|E1|A7|H1|A11|N2|B|A	2
A5|D1|A7|H3|A8|N8|B|B	1
A5|D1|A12|H9|A8|N3|A|A	1
B3|E1|A10|H6|A11|N2|B|A	1
B10|E1|A11|H9|A11|N2|B|B	5
A5|E1|A7|H5|A11|N2|B|B	6
A5|D1|A12|H1|A8|N6|A|B	1
B10|E1|A3|H2|A11|N9|B|B	4
B9|E1|A10|H9|A11|N5|A|A	1
B4|E1|A7|H2|A11|N3|B|A	1
B10|E1|A10|H9|A11|N9|B|A	2
B2|C1|A7|H3|A2|N2|B2|A	3
B4|E1|A8|H11|A11|N2|B|A	2
B3|E1|A12|H6|A11|N1|B|B	1
A3|D1|A12|H4|A8|N8|A|A	3
B10|E1|A10|H4|A11|N6|B|B	19
B9|E1|A3|H4|A11|N6|B|A	93
B4|E1|A8|H1|A11|N1|B|B	1
A3|D1|A12|H5|A8|N9|A|A	1
B9|E1|A7|H3|A11|N8|B|A	29
A5|D1|A12|H11|A11|N3|A|A	1
B10|D1|A7|H3|A11|N8|B|B	5
A5|D1|A5|H10|A8|N8|A|A	19
